case_id,split,difficulty,source_type,cohort,document_extraction_score,classification_score,evidence_retrieval_score,explanation_generation_score,document_extraction_probability,classification_probability,evidence_retrieval_probability,explanation_generation_probability,end_to_end_correct
1155,development,Complex,native_pdf,pond_b,0.721029,0.659208,0.523616,0.789254,0.552632,0.54386,0.581673,0.772487,0
1156,development,Moderate,native_pdf,pond_b,0.728819,0.906722,0.514778,0.837351,0.552632,0.809353,0.581673,0.80137,0
1157,evaluation,Simple,native_pdf,pond_b,0.911739,0.979034,0.773018,0.84344,0.857143,0.933333,0.8725,0.80137,1
1158,evaluation,Simple,native_pdf,pond_a,0.946382,0.992967,0.939747,0.742693,0.945946,0.989848,1.0,0.687861,1
1159,evaluation,Moderate,native_pdf,pond_a,0.886505,0.97195,0.896238,0.849996,0.789474,0.88172,0.982759,0.868132,1
1160,development,Simple,scan,pond_a,0.678964,0.942083,0.640743,0.70909,0.552632,0.867188,0.778571,0.571429,0
1161,evaluation,Complex,scan,pond_a,0.488985,0.921454,0.569281,0.575478,0.235294,0.862069,0.681818,0.133333,1
1162,development,Simple,scan,pond_b,0.874864,0.976268,0.777776,0.839114,0.777778,0.923077,0.891117,0.80137,1
1163,evaluation,Simple,scan,pond_b,0.802616,0.894596,0.521748,0.848514,0.672727,0.809353,0.581673,0.868132,0
1164,development,Simple,scan,pond_a,0.837905,0.890288,0.893788,0.83525,0.738397,0.809353,0.982759,0.80137,0
1165,development,Moderate,native_pdf,pond_b,0.842626,0.75225,0.559055,0.831918,0.738397,0.727723,0.681818,0.791444,0
1166,evaluation,Simple,native_pdf,pond_a,0.970447,0.988653,0.90292,0.862225,0.977468,0.957792,0.982759,0.897233,0
1167,development,Simple,scan,pond_b,0.903968,0.987541,0.842496,0.918726,0.843284,0.957792,0.9375,0.987179,1
1168,evaluation,Moderate,scan,pond_b,0.749387,0.811978,0.790326,0.711402,0.591398,0.727723,0.891117,0.590909,1
1169,evaluation,Simple,scan,pond_a,0.825414,0.857493,0.487738,0.82319,0.738397,0.809353,0.581673,0.791444,0
1170,development,Complex,scan,pond_b,0.615971,0.457824,0.529565,0.887731,0.421053,0.485714,0.581673,0.902174,0
1171,development,Simple,scan,pond_b,0.657161,0.872564,0.780065,0.831205,0.5,0.809353,0.891117,0.791444,0
1172,evaluation,Simple,scan,pond_b,0.736909,0.746708,0.365117,0.866858,0.591398,0.727723,0.435484,0.897233,0
1173,development,Moderate,native_pdf,pond_a,0.929793,0.971288,0.530315,0.668475,0.887701,0.88172,0.581673,0.527397,0
1174,evaluation,Complex,native_pdf,pond_b,0.791955,0.781813,0.542437,0.6644,0.672727,0.727723,0.581673,0.527397,0
1175,evaluation,Simple,scan,pond_a,0.966026,0.978305,0.906618,0.758337,0.966942,0.933333,0.982759,0.687861,0
1176,development,Simple,scan,pond_a,0.818307,0.940111,0.423769,0.721846,0.738397,0.867188,0.527778,0.591837,0
1177,development,Moderate,scan,pond_a,0.843553,0.984025,0.68074,0.765047,0.744681,0.957792,0.863158,0.687861,0
1178,evaluation,Moderate,native_pdf,pond_b,0.872745,0.923946,0.826214,0.860995,0.768421,0.862069,0.891117,0.894737,0
1179,development,Simple,native_pdf,pond_a,0.921375,0.970436,0.492098,0.880297,0.887701,0.88172,0.581673,0.897233,0
1180,development,Simple,native_pdf,pond_a,0.890345,0.989171,0.890659,0.638039,0.793103,0.957792,0.982759,0.388889,0
1181,development,Simple,native_pdf,pond_b,0.828596,0.664391,0.626355,0.82508,0.738397,0.54386,0.778571,0.791444,1
1182,development,Moderate,scan,pond_a,0.820906,0.990307,0.776607,0.789104,0.738397,0.957792,0.891117,0.772487,1
1183,development,Simple,scan,pond_b,0.854088,0.982326,0.713286,0.917101,0.768421,0.957792,0.8725,0.987179,1
1184,evaluation,Complex,scan,pond_b,0.638006,0.693839,0.388987,0.825379,0.421053,0.567568,0.435484,0.791444,0
1185,evaluation,Complex,native_pdf,pond_b,0.673739,0.711848,0.193741,0.740032,0.552632,0.567568,0.153846,0.591837,0
1186,evaluation,Complex,native_pdf,pond_a,0.829121,0.123195,0.637186,0.65572,0.738397,0.0,0.778571,0.527397,0
1187,development,Simple,native_pdf,pond_b,0.884041,0.997417,0.465463,0.875735,0.789474,0.989848,0.581673,0.897233,0
1188,development,Complex,scan,pond_a,0.698407,0.906174,0.799629,0.62771,0.552632,0.809353,0.891117,0.388889,0
1189,development,Simple,native_pdf,pond_a,0.796192,0.879997,0.549185,0.9046,0.672727,0.809353,0.681818,0.937931,0
1190,evaluation,Moderate,scan,pond_b,0.756665,0.971242,0.528794,0.872787,0.591398,0.88172,0.581673,0.897233,1
1191,development,Simple,scan,pond_a,0.807021,0.805362,0.642457,0.731,0.672727,0.727723,0.778571,0.591837,0
1192,development,Simple,scan,pond_b,0.738726,0.845158,0.437349,0.859104,0.591398,0.77027,0.581673,0.894737,1
1193,evaluation,Simple,native_pdf,pond_b,0.903598,0.981333,0.920303,0.877573,0.843284,0.933333,1.0,0.897233,1
1194,development,Moderate,native_pdf,pond_b,0.924968,0.760273,0.701528,0.782298,0.887701,0.727723,0.8725,0.727273,1
1195,development,Complex,native_pdf,pond_a,0.782466,0.946398,0.388684,0.609071,0.672131,0.867188,0.435484,0.333333,1
1196,development,Simple,native_pdf,pond_a,0.914051,0.977693,0.832963,0.765105,0.857143,0.933333,0.891117,0.687861,1
1197,development,Simple,scan,pond_a,0.947599,0.992384,0.937368,0.751264,0.945946,0.989848,1.0,0.687861,1
1198,evaluation,Simple,native_pdf,pond_b,0.847299,0.61321,0.443247,0.830435,0.744681,0.485714,0.581673,0.791444,0
1199,development,Simple,native_pdf,pond_a,0.927739,0.915982,0.707277,0.754929,0.887701,0.862069,0.8725,0.687861,1
1200,development,Simple,scan,pond_b,0.601732,0.515491,0.713661,0.834856,0.421053,0.485714,0.8725,0.80137,0
1201,development,Simple,scan,pond_a,0.852603,0.907211,0.721587,0.847116,0.744681,0.809353,0.8725,0.868132,0
1202,evaluation,Moderate,native_pdf,pond_a,0.793382,0.704719,0.503253,0.846625,0.672727,0.567568,0.581673,0.868132,0
1203,development,Simple,scan,pond_a,0.763489,0.912135,0.68374,0.854318,0.591398,0.809353,0.863158,0.894737,0
1204,evaluation,Moderate,scan,pond_a,0.779754,0.951148,0.700884,0.864738,0.672131,0.868421,0.8725,0.897233,1
1205,evaluation,Simple,native_pdf,pond_a,0.843728,0.960621,0.750549,0.830569,0.744681,0.88172,0.8725,0.791444,1
1206,evaluation,Simple,native_pdf,pond_b,0.909018,0.903616,0.767275,0.888237,0.857143,0.809353,0.8725,0.911111,1
1207,development,Simple,scan,pond_a,0.855603,0.988097,0.687891,0.832529,0.768421,0.957792,0.8725,0.791444,0
1208,development,Complex,native_pdf,pond_b,0.781835,0.645965,0.417131,0.780741,0.672131,0.54386,0.435484,0.727273,0
1209,development,Simple,scan,pond_b,0.966738,0.997604,0.829551,0.888253,0.966942,1.0,0.891117,0.911111,1
1210,evaluation,Moderate,native_pdf,pond_a,0.9122,0.969045,0.654384,0.718128,0.857143,0.88172,0.778571,0.591837,0
1211,evaluation,Simple,scan,pond_a,0.844462,0.899869,0.690608,0.865212,0.744681,0.809353,0.8725,0.897233,1
1212,development,Simple,scan,pond_a,0.776747,0.817086,0.600365,0.739985,0.6,0.727723,0.753623,0.591837,0
1213,evaluation,Moderate,native_pdf,pond_b,0.9018,0.899069,0.530976,0.71335,0.843284,0.809353,0.581673,0.590909,0
1214,evaluation,Moderate,native_pdf,pond_a,0.801817,0.767084,0.321585,0.782978,0.672727,0.727723,0.294118,0.727273,0
1215,evaluation,Complex,scan,pond_b,0.511649,0.435987,0.25412,0.784764,0.338028,0.419355,0.192308,0.772487,0
1216,evaluation,Moderate,scan,pond_a,0.678176,0.652665,0.790615,0.858835,0.552632,0.54386,0.891117,0.894737,0
1217,evaluation,Complex,native_pdf,pond_a,0.53323,0.072122,0.284013,0.659329,0.338028,0.0,0.192308,0.527397,0
1218,evaluation,Moderate,native_pdf,pond_b,0.814826,0.944002,0.738259,0.857335,0.738397,0.867188,0.8725,0.894737,0
1219,development,Simple,native_pdf,pond_b,0.97246,0.990632,0.825905,0.883614,0.977778,0.957792,0.891117,0.902174,1
1220,development,Simple,native_pdf,pond_a,0.807932,0.774676,0.704323,0.805642,0.672727,0.727723,0.8725,0.772487,0
1221,evaluation,Simple,native_pdf,pond_a,0.824281,0.976327,0.714573,0.746911,0.738397,0.923077,0.8725,0.687861,1
1222,development,Moderate,scan,pond_a,0.769687,0.874305,0.309946,0.697835,0.591398,0.809353,0.25,0.527397,0
1223,development,Simple,native_pdf,pond_a,0.85717,0.939253,0.762373,0.835503,0.768421,0.867188,0.8725,0.80137,1
1224,evaluation,Complex,native_pdf,pond_b,0.580166,0.547421,0.593949,0.766099,0.421053,0.485714,0.753623,0.727273,0
1225,development,Simple,scan,pond_b,0.808254,0.8289,0.471944,0.888425,0.672727,0.727723,0.581673,0.911111,0
1226,development,Moderate,scan,pond_b,0.506267,0.955717,0.50645,0.83959,0.338028,0.88172,0.581673,0.80137,0
1227,evaluation,Moderate,native_pdf,pond_b,0.653255,0.615285,0.362829,0.85917,0.5,0.521739,0.435484,0.894737,0
1228,development,Simple,native_pdf,pond_b,0.95147,0.943115,0.842919,0.882906,0.945946,0.867188,0.9375,0.902174,1
1229,evaluation,Complex,native_pdf,pond_b,0.576507,0.060271,0.145605,0.653228,0.421053,0.0,0.12,0.4,0
1230,evaluation,Simple,scan,pond_a,0.867431,0.9926,0.906695,0.83753,0.768421,0.989848,0.982759,0.80137,1
1231,development,Simple,scan,pond_b,0.711674,0.610648,0.810829,0.799566,0.552632,0.485714,0.891117,0.772487,0
1232,development,Complex,native_pdf,pond_a,0.602041,0.577944,0.180571,0.720683,0.421053,0.485714,0.153846,0.591837,0
1233,development,Simple,scan,pond_a,0.860927,0.707402,0.900513,0.806344,0.768421,0.567568,0.982759,0.772487,1
1234,evaluation,Complex,native_pdf,pond_a,0.828213,0.54788,0.413132,0.634356,0.738397,0.485714,0.435484,0.388889,0
1235,development,Moderate,scan,pond_b,0.57208,0.403904,0.235708,0.934297,0.338028,0.415385,0.192308,1.0,0
1236,development,Simple,scan,pond_b,0.794728,0.936952,0.849871,0.898625,0.672727,0.867188,0.951456,0.937931,1
1237,evaluation,Moderate,native_pdf,pond_a,0.931468,0.882377,0.784856,0.781201,0.887701,0.809353,0.891117,0.727273,1
1238,development,Moderate,native_pdf,pond_b,0.741558,0.944339,0.50836,0.864506,0.591398,0.867188,0.581673,0.897233,0
1239,evaluation,Moderate,native_pdf,pond_b,0.781291,0.984985,0.820448,0.746761,0.672131,0.957792,0.891117,0.687861,0
1240,evaluation,Simple,native_pdf,pond_b,0.922401,0.994165,0.769038,0.838068,0.887701,0.989848,0.8725,0.80137,1
1241,development,Simple,scan,pond_a,0.842503,0.978107,0.732634,0.774883,0.738397,0.933333,0.8725,0.727273,1
1242,development,Simple,native_pdf,pond_a,0.963481,0.972809,0.911949,0.764651,0.966942,0.88172,1.0,0.687861,0
1243,development,Complex,native_pdf,pond_b,0.699476,0.514979,0.248897,0.829372,0.552632,0.485714,0.192308,0.791444,0
1244,development,Complex,native_pdf,pond_a,0.813461,0.431984,0.531321,0.512671,0.738397,0.419355,0.581673,0.133333,0
1245,development,Simple,scan,pond_a,0.653291,0.424607,0.660566,0.844619,0.5,0.419355,0.778571,0.868132,0
1246,evaluation,Simple,scan,pond_b,0.877831,0.99003,0.834215,0.894798,0.777778,0.957792,0.891117,0.937931,1
1247,evaluation,Simple,native_pdf,pond_a,0.871443,0.971312,0.6502,0.726927,0.768421,0.88172,0.778571,0.591837,0
1248,evaluation,Simple,native_pdf,pond_a,0.829403,0.914166,0.697021,0.840631,0.738397,0.850971,0.8725,0.80137,0
1249,development,Moderate,scan,pond_a,0.635837,0.875039,0.524682,0.76806,0.421053,0.809353,0.581673,0.727273,0
1250,development,Simple,scan,pond_a,0.649247,0.853901,0.526686,0.821965,0.421053,0.809353,0.581673,0.791444,0
1251,evaluation,Simple,scan,pond_a,0.853645,0.902036,0.571098,0.754657,0.768421,0.809353,0.681818,0.687861,1
1252,development,Simple,scan,pond_b,0.885263,0.828864,0.856363,0.90412,0.789474,0.727723,0.951456,0.937931,0
1253,development,Simple,native_pdf,pond_a,0.825481,0.876375,0.351419,0.638079,0.738397,0.809353,0.435484,0.388889,1
1254,development,Moderate,scan,pond_b,0.769514,0.980376,0.80198,0.887731,0.591398,0.933333,0.891117,0.902174,0
1255,evaluation,Moderate,native_pdf,pond_a,0.873391,0.985805,0.6477,0.733428,0.768421,0.957792,0.778571,0.591837,1
1256,development,Moderate,native_pdf,pond_a,0.953766,0.985073,0.860275,0.785538,0.966942,0.957792,0.951456,0.772487,1
1257,development,Moderate,scan,pond_b,0.785684,0.976229,0.587951,0.821432,0.672131,0.923077,0.753623,0.791444,1
1258,development,Moderate,native_pdf,pond_a,0.694043,0.503922,0.723292,0.757708,0.552632,0.485714,0.8725,0.687861,0
1259,evaluation,Moderate,scan,pond_a,0.84685,0.98194,0.609907,0.754508,0.744681,0.957792,0.753623,0.687861,1
1260,evaluation,Simple,native_pdf,pond_a,0.792805,0.914312,0.544129,0.635496,0.672727,0.857143,0.681818,0.388889,0
1261,evaluation,Simple,native_pdf,pond_b,0.926914,0.985881,0.856742,0.772928,0.887701,0.957792,0.951456,0.727273,1
1262,development,Simple,scan,pond_b,0.576495,0.588697,0.476313,0.903912,0.421053,0.485714,0.581673,0.937931,0
1263,development,Simple,scan,pond_a,0.863962,0.951563,0.574418,0.761154,0.768421,0.868421,0.753623,0.687861,0
1264,evaluation,Simple,native_pdf,pond_b,0.967078,0.921665,0.487247,0.823413,0.966942,0.862069,0.581673,0.791444,0
1265,evaluation,Simple,scan,pond_a,0.681428,0.651425,0.479733,0.820469,0.552632,0.54386,0.581673,0.791444,0
1266,development,Simple,native_pdf,pond_b,0.903659,0.994169,0.80003,0.894087,0.843284,0.989848,0.891117,0.937931,1
1267,evaluation,Simple,scan,pond_a,0.773781,0.930795,0.627036,0.837783,0.591398,0.865854,0.778571,0.80137,1
1268,development,Simple,native_pdf,pond_b,0.905121,0.927503,0.765808,0.909461,0.843284,0.865854,0.8725,0.987179,0
1269,development,Complex,native_pdf,pond_b,0.714523,0.624005,0.180259,0.620878,0.552632,0.521739,0.153846,0.333333,0
1270,development,Simple,native_pdf,pond_b,0.928615,0.987924,0.829452,0.866629,0.887701,0.957792,0.891117,0.897233,1
1271,evaluation,Moderate,scan,pond_a,0.854202,0.933411,0.805565,0.749069,0.768421,0.865854,0.891117,0.687861,1
1272,evaluation,Simple,native_pdf,pond_a,0.937945,0.906031,0.873143,0.766431,0.934783,0.809353,0.979798,0.727273,0
1273,evaluation,Complex,scan,pond_b,0.392411,0.773138,0.681075,0.77695,0.2,0.727723,0.863158,0.727273,0
1274,development,Moderate,native_pdf,pond_b,0.807887,0.515107,0.44471,0.829809,0.672727,0.485714,0.581673,0.791444,0
1275,evaluation,Complex,native_pdf,pond_a,0.789305,0.948283,0.317703,0.556667,0.672131,0.867379,0.294118,0.133333,0
1276,development,Complex,scan,pond_b,0.348961,0.053271,0.141944,0.837262,0.181818,0.0,0.12,0.80137,0
1277,development,Complex,scan,pond_a,0.804059,0.186813,0.313686,0.745824,0.672727,0.16,0.25,0.687861,0
1278,development,Moderate,native_pdf,pond_b,0.843443,0.951413,0.637103,0.847961,0.744681,0.868421,0.778571,0.868132,0
1279,development,Moderate,scan,pond_b,0.623833,0.9214,0.571432,0.868448,0.421053,0.862069,0.681818,0.897233,0
1280,development,Simple,native_pdf,pond_a,0.949282,0.991127,0.824223,0.686052,0.945946,0.957792,0.891117,0.527397,0
1281,development,Moderate,scan,pond_b,0.885429,0.909876,0.807579,0.829658,0.789474,0.809353,0.891117,0.791444,1
1282,development,Simple,scan,pond_b,0.869494,0.61566,0.485586,0.827805,0.768421,0.521739,0.581673,0.791444,1
1283,development,Moderate,native_pdf,pond_a,0.811176,0.922492,0.761052,0.77243,0.738397,0.862069,0.8725,0.727273,1
1284,development,Simple,native_pdf,pond_b,0.931323,0.99829,0.828778,0.888174,0.887701,1.0,0.891117,0.911111,0
1285,evaluation,Moderate,scan,pond_b,0.883902,0.974101,0.807121,0.781117,0.789474,0.923077,0.891117,0.727273,1
1286,evaluation,Simple,native_pdf,pond_b,0.924248,0.97689,0.932559,0.844258,0.887701,0.923077,1.0,0.868132,1
1287,development,Complex,scan,pond_a,0.406647,0.5027,0.498752,0.666223,0.2,0.485714,0.581673,0.527397,0
1288,evaluation,Simple,scan,pond_b,0.835549,0.829217,0.436228,0.844028,0.738397,0.727723,0.581673,0.868132,0
1289,evaluation,Moderate,scan,pond_a,0.51228,0.923511,0.507252,0.834961,0.338028,0.862069,0.581673,0.80137,0
1290,development,Simple,scan,pond_a,0.845663,0.94416,0.773483,0.665298,0.744681,0.867188,0.8725,0.527397,1
1291,development,Moderate,native_pdf,pond_a,0.809545,0.900368,0.327382,0.689186,0.672727,0.809353,0.363636,0.527397,0
1292,development,Complex,scan,pond_b,0.396794,0.120726,0.269009,0.683762,0.2,0.0,0.192308,0.527397,0
1293,evaluation,Complex,native_pdf,pond_a,0.949929,0.982593,0.358026,0.713779,0.945946,0.957792,0.435484,0.59097,1
1294,evaluation,Complex,native_pdf,pond_a,0.661231,0.489421,0.277258,0.646304,0.5,0.485714,0.192308,0.388889,0
1295,development,Simple,native_pdf,pond_a,0.956611,0.995248,0.859473,0.865604,0.966942,0.989848,0.951456,0.897233,1
1296,evaluation,Complex,native_pdf,pond_b,0.651125,0.135512,0.203092,0.693252,0.5,0.16,0.153846,0.527397,0
1297,evaluation,Complex,native_pdf,pond_b,0.727296,0.575378,0.242374,0.840492,0.552632,0.485714,0.192308,0.80137,0
1298,evaluation,Simple,scan,pond_b,0.957906,0.982224,0.839694,0.894408,0.966942,0.957792,0.9375,0.937931,1
1299,evaluation,Moderate,scan,pond_b,0.864085,0.852126,0.76588,0.881405,0.768421,0.77027,0.8725,0.902174,1
1300,evaluation,Moderate,native_pdf,pond_a,0.74115,0.730191,0.866275,0.69497,0.591398,0.666667,0.951456,0.527397,1
1301,development,Complex,native_pdf,pond_a,0.81845,0.742447,0.764808,0.559553,0.738397,0.727723,0.8725,0.133333,0
1302,evaluation,Simple,scan,pond_b,0.773732,0.981574,0.729613,0.862498,0.591398,0.957792,0.8725,0.897233,0
1303,development,Moderate,native_pdf,pond_a,0.906315,0.817695,0.586109,0.738486,0.843284,0.727723,0.753623,0.591837,1
1304,development,Moderate,native_pdf,pond_b,0.540242,0.50186,0.379498,0.79347,0.338028,0.485714,0.435484,0.772487,0
1305,evaluation,Moderate,scan,pond_b,0.809353,0.956427,0.652219,0.849319,0.672727,0.88172,0.778571,0.868132,1
1306,development,Simple,native_pdf,pond_b,0.80376,0.849878,0.78289,0.900793,0.672727,0.77027,0.891117,0.937931,0
1307,development,Simple,native_pdf,pond_b,0.94516,0.971179,0.918383,0.855422,0.945946,0.88172,1.0,0.894737,1
1308,evaluation,Moderate,native_pdf,pond_a,0.752749,0.593392,0.469288,0.728723,0.591398,0.485714,0.581673,0.591837,0
1309,evaluation,Complex,scan,pond_b,0.449064,0.094425,0.190349,0.701051,0.235294,0.0,0.153846,0.527397,0
1310,evaluation,Simple,native_pdf,pond_b,0.973855,0.99763,0.793757,0.793172,0.977778,1.0,0.891117,0.772487,0
1311,development,Simple,scan,pond_a,0.93772,0.980238,0.771365,0.791885,0.934783,0.933333,0.8725,0.772487,1
1312,evaluation,Simple,native_pdf,pond_a,0.873693,0.887409,0.758638,0.833318,0.777778,0.809353,0.8725,0.80137,0
1313,development,Simple,scan,pond_a,0.743503,0.900307,0.704437,0.728061,0.591398,0.809353,0.8725,0.591837,1
1314,evaluation,Simple,native_pdf,pond_b,0.89865,0.871322,0.501949,0.865335,0.843284,0.809353,0.581673,0.897233,0
1315,development,Moderate,native_pdf,pond_a,0.860394,0.970015,0.723985,0.789276,0.768421,0.88172,0.8725,0.772487,1
1316,evaluation,Simple,native_pdf,pond_a,0.836578,0.953313,0.643993,0.702554,0.738397,0.88172,0.778571,0.527397,0
1317,development,Moderate,native_pdf,pond_b,0.93961,0.863249,0.800038,0.779751,0.934783,0.809353,0.891117,0.727273,1
1318,development,Moderate,native_pdf,pond_b,0.877232,0.979591,0.750227,0.871439,0.777778,0.933333,0.8725,0.897233,1
1319,evaluation,Simple,scan,pond_a,0.713072,0.718193,0.585923,0.859068,0.552632,0.567568,0.753623,0.894737,0
1320,development,Simple,scan,pond_a,0.848281,0.967239,0.83004,0.858721,0.744681,0.88172,0.891117,0.894737,1
1321,evaluation,Moderate,scan,pond_b,0.806426,0.902951,0.746375,0.876716,0.672727,0.809353,0.8725,0.897233,0
1322,development,Simple,scan,pond_b,0.942687,0.978455,0.982737,0.864195,0.934783,0.933333,1.0,0.897233,1
1323,development,Moderate,native_pdf,pond_b,0.900129,0.87903,0.65452,0.927715,0.843284,0.809353,0.778571,1.0,0
1324,development,Complex,native_pdf,pond_a,0.89728,0.972829,0.336895,0.67252,0.843284,0.88172,0.363636,0.527397,0
1325,evaluation,Complex,scan,pond_a,0.548669,0.385979,0.379465,0.742985,0.338028,0.415385,0.435484,0.687861,0
1326,evaluation,Simple,scan,pond_b,0.646675,0.760205,0.442217,0.844085,0.421053,0.727723,0.581673,0.868132,0
1327,evaluation,Moderate,scan,pond_b,0.655515,0.883724,0.505006,0.787551,0.5,0.809353,0.581673,0.772487,1
1328,development,Simple,native_pdf,pond_a,0.922763,0.990404,0.595918,0.851634,0.887701,0.957792,0.753623,0.894737,1
1329,evaluation,Simple,native_pdf,pond_a,0.921031,0.994333,0.841043,0.724506,0.887701,0.989848,0.9375,0.591837,1
1330,development,Simple,native_pdf,pond_a,0.904271,0.976024,0.771432,0.577176,0.843284,0.923077,0.8725,0.133333,0
1331,evaluation,Simple,native_pdf,pond_a,0.920724,0.975156,0.86952,0.844695,0.887701,0.923077,0.979798,0.868132,0
1332,development,Simple,native_pdf,pond_a,0.933163,0.990745,0.8275,0.807836,0.887701,0.957792,0.891117,0.772487,0
1333,development,Complex,native_pdf,pond_b,0.492734,0.136511,0.292748,0.876193,0.235294,0.16,0.192308,0.897233,0
1334,development,Simple,native_pdf,pond_a,0.949814,0.995357,0.922971,0.772731,0.945946,0.989848,1.0,0.727273,1
1335,development,Complex,scan,pond_b,0.645227,0.421375,0.797809,0.841822,0.421053,0.419355,0.891117,0.80137,0
1336,evaluation,Simple,scan,pond_a,0.898133,0.955079,0.886534,0.837624,0.843284,0.88172,0.982759,0.80137,1
1337,evaluation,Moderate,scan,pond_b,0.457038,0.473942,0.343432,0.726954,0.235294,0.485714,0.375,0.591837,0
1338,evaluation,Simple,scan,pond_a,0.922054,0.931519,0.958147,0.843171,0.887701,0.865854,1.0,0.80137,1
1339,development,Moderate,scan,pond_a,0.840465,0.96132,0.624415,0.69145,0.738397,0.88172,0.778571,0.527397,1
1340,evaluation,Simple,native_pdf,pond_b,0.964523,0.999153,0.900135,0.885472,0.966942,1.0,0.982759,0.902174,1
1341,development,Simple,scan,pond_b,0.854692,0.846545,0.744143,0.866827,0.768421,0.77027,0.8725,0.897233,1
1342,evaluation,Moderate,native_pdf,pond_a,0.791588,0.880346,0.343447,0.787496,0.672131,0.809353,0.375,0.772487,0
1343,development,Moderate,scan,pond_b,0.717809,0.648453,0.578787,0.891601,0.552632,0.54386,0.753623,0.911111,1
1344,development,Simple,native_pdf,pond_b,0.959454,0.979726,0.819994,0.901263,0.966942,0.933333,0.891117,0.937931,1
1345,development,Moderate,native_pdf,pond_b,0.835545,0.573853,0.229316,0.7914,0.738397,0.485714,0.192308,0.772487,0
1346,development,Simple,scan,pond_a,0.710921,0.541341,0.435154,0.757089,0.552632,0.485714,0.581673,0.687861,0
1347,development,Complex,scan,pond_b,0.44875,0.430015,0.216454,0.763455,0.235294,0.419355,0.192308,0.687861,0
1348,development,Simple,scan,pond_b,0.922397,0.997062,0.944323,0.939237,0.887701,0.989848,1.0,1.0,1
1349,development,Moderate,scan,pond_a,0.927119,0.943491,0.798132,0.796532,0.887701,0.867188,0.891117,0.772487,1
1350,evaluation,Simple,native_pdf,pond_b,0.987179,0.996776,0.933566,0.890312,0.977778,0.989848,1.0,0.911111,1
1351,evaluation,Complex,scan,pond_b,0.510186,0.720364,0.384085,0.898704,0.338028,0.567568,0.435484,0.937931,0
1352,development,Moderate,native_pdf,pond_a,0.929019,0.95028,0.849978,0.811816,0.887701,0.868421,0.951456,0.772487,1
1353,development,Simple,scan,pond_a,0.940643,0.992529,0.807458,0.71608,0.934783,0.989848,0.891117,0.591837,0
1354,evaluation,Simple,native_pdf,pond_a,0.902734,0.954599,0.837579,0.891072,0.843284,0.88172,0.9375,0.911111,1
1355,development,Complex,native_pdf,pond_a,0.892457,0.315177,0.304426,0.504861,0.793103,0.415385,0.25,0.133333,0
1356,evaluation,Moderate,native_pdf,pond_a,0.950971,0.98239,0.586518,0.816608,0.945946,0.957792,0.753623,0.772487,1
1357,development,Simple,native_pdf,pond_b,0.855379,0.858375,0.51691,0.881189,0.768421,0.809353,0.581673,0.902174,1
1358,development,Complex,scan,pond_a,0.58515,0.447527,0.418858,0.686838,0.421053,0.419355,0.527778,0.527397,0
1359,development,Complex,scan,pond_b,0.58736,0.966716,0.272135,0.82219,0.421053,0.88172,0.192308,0.791444,0
1360,development,Moderate,scan,pond_b,0.533488,0.535917,0.651072,0.863025,0.338028,0.485714,0.778571,0.897233,0
1361,development,Moderate,native_pdf,pond_a,0.713073,0.654729,0.26554,0.77516,0.552632,0.54386,0.192308,0.727273,1
1362,development,Moderate,native_pdf,pond_a,0.827727,0.894867,0.895348,0.541989,0.738397,0.809353,0.982759,0.133333,0
1363,evaluation,Complex,scan,pond_a,0.554236,0.6663,0.679697,0.607559,0.338028,0.54386,0.863158,0.333333,0
1364,evaluation,Simple,native_pdf,pond_b,0.978198,0.994349,0.839679,0.820854,0.977778,0.989848,0.9375,0.791444,1
1365,development,Complex,native_pdf,pond_a,0.763524,0.897918,0.683753,0.725301,0.591398,0.809353,0.863158,0.591837,0
1366,evaluation,Simple,scan,pond_a,0.882218,0.975322,0.930925,0.83301,0.789474,0.923077,1.0,0.80137,1
1367,development,Simple,native_pdf,pond_b,0.889818,0.920109,0.735754,0.900802,0.789474,0.862069,0.8725,0.937931,0
1368,development,Moderate,native_pdf,pond_b,0.854576,0.965922,0.617834,0.917402,0.768421,0.88172,0.753623,0.987179,1
1369,development,Moderate,scan,pond_a,0.572467,0.400229,0.660009,0.830702,0.338028,0.415385,0.778571,0.791444,0
1370,development,Complex,scan,pond_b,0.48168,0.338289,0.34261,0.679497,0.235294,0.415385,0.375,0.527397,0
1371,evaluation,Moderate,native_pdf,pond_a,0.828558,0.304691,0.308219,0.656902,0.738397,0.415385,0.25,0.527397,0
1372,evaluation,Moderate,scan,pond_b,0.679314,0.924534,0.442646,0.845369,0.552632,0.862069,0.581673,0.868132,0
1373,development,Simple,native_pdf,pond_a,0.929301,0.967408,0.784155,0.777022,0.887701,0.88172,0.891117,0.727273,1
1374,development,Moderate,scan,pond_b,0.776732,0.963807,0.730988,0.807415,0.6,0.88172,0.8725,0.772487,1
1375,evaluation,Moderate,scan,pond_a,0.789861,0.88234,0.753681,0.86859,0.672131,0.809353,0.8725,0.897233,0
1376,evaluation,Simple,native_pdf,pond_a,0.95402,0.96849,0.5891,0.841337,0.966942,0.88172,0.753623,0.80137,0
1377,evaluation,Moderate,native_pdf,pond_a,0.881801,0.58075,0.202228,0.704953,0.789474,0.485714,0.153846,0.571429,0
1378,evaluation,Moderate,native_pdf,pond_a,0.871044,0.926056,0.621688,0.769885,0.768421,0.865854,0.753623,0.727273,0
