project_id,document_id,case_id,difficulty,predicted_class,reference_class,prediction_correct,component_name,raw_confidence,calibrated_probability,evidence_relevance,processing_latency,processing_cost
PF-P03,PF-D0117,PF-C00657,Simple,Review,Insufficient,False,Document extraction,0.8448075114396307,0.7247277941077924,0.6841374814950705,207.36310484879778,0.0037923439072328194
PF-P04,PF-D0118,PF-C00658,Simple,Review,Clear,False,Document extraction,0.7882541032681101,0.7589571712462844,0.5559947073594133,200.54605768671803,0.00427686114727181
PF-P05,PF-D0119,PF-C00659,Simple,Escalate,Escalate,True,Document extraction,0.8955470891135014,0.7641574751416368,0.6322704789690687,208.02341020534217,0.004247770128363531
PF-P06,PF-D0120,PF-C00660,Simple,Escalate,Insufficient,False,Document extraction,0.6868302362356872,0.6751409815901078,0.5660562442016239,222.1878365676508,0.0036372252052425
PF-P01,PF-D0121,PF-C00661,Moderate,Insufficient,Insufficient,True,Document extraction,0.4372512300262634,0.3872180376904266,0.33964219950755503,199.40473129448168,0.004354344813073009
PF-P02,PF-D0122,PF-C00662,Moderate,Clear,Clear,True,Document extraction,0.7972674150529548,0.7426615552752146,0.619271535620468,177.3340099850141,0.003948473502547887
PF-P03,PF-D0123,PF-C00663,Simple,Review,Review,True,Document extraction,0.8612910959100537,0.7162370622540655,0.49634621171751575,192.7443219227538,0.0034210773436987056
PF-P04,PF-D0124,PF-C00664,Simple,Clear,Review,False,Document extraction,0.914560790069607,0.7357038834045191,0.45483084592153195,252.44619019852576,0.004032053590588653
PF-P05,PF-D0125,PF-C00665,Simple,Clear,Clear,True,Document extraction,0.9286731975663982,0.7565548021590532,0.2493409439922734,175.35393103493087,0.004029552806426275
PF-P06,PF-D0126,PF-C00666,Simple,Insufficient,Escalate,False,Document extraction,0.8097853123108314,0.7804524131857666,0.6156633134570333,184.58297862667138,0.003777264081194138
PF-P01,PF-D0127,PF-C00667,Complex,Escalate,Insufficient,False,Document extraction,0.5991352751036468,0.5173975700760685,0.5375710625225264,235.88315956683024,0.004766345049761129
PF-P02,PF-D0128,PF-C00668,Complex,Insufficient,Insufficient,True,Document extraction,0.5087738899699984,0.4839605716166132,0.34551580007116306,270.18474232322,0.005059533914451766
PF-P03,PF-D0129,PF-C00669,Simple,Clear,Clear,True,Document extraction,0.7598683548269699,0.8369551468301838,0.6154782873828687,138.96779179647442,0.0038727268295379387
PF-P04,PF-D0130,PF-C00670,Moderate,Clear,Clear,True,Document extraction,0.8479159076044728,0.7432090586022296,0.48418615242889,217.30034762662982,0.004745800531483775
PF-P05,PF-D0131,PF-C00671,Moderate,Insufficient,Escalate,False,Document extraction,0.6189355317201389,0.5532074265982428,0.6945173001749325,202.89862369469103,0.0034964864149255245
PF-P06,PF-D0132,PF-C00672,Complex,Insufficient,Escalate,False,Document extraction,0.5371293884208704,0.41480758579818183,0.2434193335537178,285.62827227824926,0.005093282041484512
PF-P01,PF-D0133,PF-C00673,Complex,Clear,Clear,True,Document extraction,0.6216473494325709,0.7102405383854127,0.5976320079362825,253.51093075579567,0.005695686791383472
PF-P02,PF-D0134,PF-C00674,Simple,Escalate,Escalate,True,Document extraction,0.8655264657314835,0.7072741369972714,0.752705273473247,133.84831196334227,0.003802846064407845
PF-P03,PF-D0135,PF-C00675,Simple,Review,Clear,False,Document extraction,0.8462345110864142,0.6929553704819625,0.4957108933945398,162.89317107406387,0.004785341284443029
PF-P04,PF-D0136,PF-C00676,Complex,Insufficient,Review,False,Document extraction,0.2592020076016711,0.47646407801122503,0.2755438241089636,317.75166250924866,0.0044370338282540235
PF-P05,PF-D0137,PF-C00677,Simple,Clear,Clear,True,Document extraction,0.8421269037695948,0.7807979172678953,0.4933965578770696,182.87721022918845,0.0037445055393172766
PF-P06,PF-D0138,PF-C00678,Simple,Insufficient,Insufficient,True,Document extraction,0.8497339345153314,0.8148131921043463,0.6151554316229061,181.2258070800059,0.0037637964271755677
PF-P01,PF-D0139,PF-C00679,Simple,Clear,Clear,True,Document extraction,0.9543566564415538,0.8179709567754869,0.5019150863903827,174.22107445230282,0.004465383943170847
PF-P02,PF-D0140,PF-C00680,Complex,Review,Review,True,Document extraction,0.7108225675025545,0.5750557706356699,0.2485295906547311,249.1094475029708,0.00490676768780102
PF-P03,PF-D0141,PF-C00681,Moderate,Escalate,Insufficient,False,Document extraction,0.5944384869482378,0.5380946283418966,0.4600382217928146,172.48630074670461,0.0038669032937235183
PF-P04,PF-D0142,PF-C00682,Moderate,Clear,Clear,True,Document extraction,0.811332305155816,0.7018739094189674,0.6787128348757706,217.49092265119228,0.003988377351740242
PF-P05,PF-D0143,PF-C00683,Moderate,Escalate,Escalate,True,Document extraction,0.836963158659984,0.7420836531556743,0.6019843523271002,176.45774680709908,0.003078511613746232
PF-P06,PF-D0144,PF-C00684,Simple,Clear,Clear,True,Document extraction,0.6258852056696201,0.6289119899067873,0.6160265731096556,133.0618222010989,0.0039258508076502885
PF-P01,PF-D0145,PF-C00685,Complex,Insufficient,Insufficient,True,Document extraction,0.4358904573503841,0.46637785680839206,0.14090807469484642,260.20979643121905,0.004471863756070931
PF-P02,PF-D0146,PF-C00686,Simple,Clear,Clear,True,Document extraction,0.757862038527591,0.7392407735962279,0.5216779762508515,141.36178448127578,0.0034502786769876315
PF-P03,PF-D0147,PF-C00687,Moderate,Review,Review,True,Document extraction,0.8081273437313224,0.7068486858919432,0.33037503833273785,121.89655804981122,0.0043620101432490736
PF-P04,PF-D0148,PF-C00688,Complex,Clear,Clear,True,Document extraction,0.2903075291803059,0.3904658854279916,0.0328625371049376,255.71505551301397,0.0056028805354783355
PF-P05,PF-D0149,PF-C00689,Simple,Clear,Clear,True,Document extraction,0.8427740626175791,0.8290154408259139,0.734841649222388,165.43913196896622,0.004162672891988852
PF-P06,PF-D0150,PF-C00690,Complex,Review,Clear,False,Document extraction,0.20860920476024455,0.4619484718554571,0.024504477929566004,286.34579105322393,0.005494548458693382
PF-P01,PF-D0151,PF-C00691,Simple,Escalate,Escalate,True,Document extraction,0.8331138238975969,0.6979010745237769,0.6566169770776467,178.4411068587756,0.0031209995584830707
PF-P02,PF-D0152,PF-C00692,Complex,Escalate,Insufficient,False,Document extraction,0.4675193546562033,0.5730344718624976,0.4346665316632173,197.68087468884698,0.004224811689033454
PF-P03,PF-D0153,PF-C00693,Simple,Review,Review,True,Document extraction,0.6794767465856844,0.6792533710561616,0.7974064175713379,203.82281619440388,0.0029965825049978524
PF-P04,PF-D0154,PF-C00694,Simple,Clear,Clear,True,Document extraction,0.9123970632730067,0.8205090885524967,0.45858773970116384,166.9260973791225,0.004224752580284023
PF-P05,PF-D0155,PF-C00695,Simple,Clear,Clear,True,Document extraction,0.6049392365111543,0.7655190859659288,0.5290437484467888,211.43502512136746,0.003893790852808677
PF-P06,PF-D0156,PF-C00696,Simple,Escalate,Clear,False,Document extraction,0.7387809867544058,0.6801530764117469,0.5235516147501527,196.5590093678938,0.0035446831810605197
PF-P01,PF-D0157,PF-C00697,Moderate,Review,Review,True,Document extraction,0.718445951797727,0.5985357564489233,0.5889403594543204,180.1470154773835,0.003989206250770056
PF-P02,PF-D0158,PF-C00698,Moderate,Review,Insufficient,False,Document extraction,0.8148450161195507,0.7031159760727138,0.6038787228508593,194.0273974172405,0.004615481476735423
PF-P03,PF-D0159,PF-C00699,Simple,Clear,Clear,True,Document extraction,0.6370981654951882,0.7527997161813612,0.6350755671739867,220.84065371786053,0.003633736916080948
PF-P04,PF-D0160,PF-C00700,Complex,Escalate,Insufficient,False,Document extraction,0.4318712471580576,0.43937951227333816,0.40738714282224503,225.32797010604997,0.005303756084170242
PF-P05,PF-D0161,PF-C00701,Moderate,Insufficient,Clear,False,Document extraction,0.4836751081575654,0.6067788195014411,0.8176693449332311,243.2918803849738,0.0036205379062533866
PF-P06,PF-D0162,PF-C00702,Moderate,Escalate,Escalate,True,Document extraction,0.8818247141107773,0.5794220188187414,0.5243198103475037,271.3771669772113,0.004867116033127733
PF-P01,PF-D0163,PF-C00703,Moderate,Clear,Clear,True,Document extraction,0.8127901466556331,0.7128583704792265,0.33329836073038993,150.14698856626998,0.0033114884753952458
PF-P02,PF-D0164,PF-C00704,Complex,Insufficient,Insufficient,True,Document extraction,0.5621127910762589,0.4216069746210679,0.36664301930067894,197.6735501866315,0.005388711602610137
PF-P03,PF-D0165,PF-C00705,Simple,Review,Review,True,Document extraction,0.8378356363139536,0.8308776495621024,0.643079828864493,185.1765912668572,0.0037191920827478273
PF-P04,PF-D0166,PF-C00706,Simple,Clear,Review,False,Document extraction,0.5421553901857538,0.6649508357016788,0.1770183967421658,174.96896101607953,0.0032234400203900453
PF-P05,PF-D0167,PF-C00707,Simple,Clear,Clear,True,Document extraction,0.6785603978866334,0.6327186584437976,0.3561147823259106,186.21437144877305,0.0032864892329681505
PF-P06,PF-D0168,PF-C00708,Simple,Clear,Clear,True,Document extraction,0.8600576639979447,0.7452844298112885,0.5617282349023036,154.45981595463567,0.0031740998341067664
PF-P01,PF-D0169,PF-C00709,Simple,Clear,Clear,True,Document extraction,0.5705323849481686,0.5612455196953862,0.42982375237614673,206.49593734702273,0.0038414527279072505
PF-P02,PF-D0170,PF-C00710,Simple,Escalate,Review,False,Document extraction,0.2383371170012679,0.5049191821220663,0.4714593829203087,143.05881248815925,0.004602757206717353
PF-P03,PF-D0171,PF-C00711,Moderate,Insufficient,Review,False,Document extraction,0.8491766246479325,0.7769713709380539,0.7529949606586858,161.91258490519874,0.0037341058722094905
PF-P04,PF-D0172,PF-C00712,Simple,Review,Clear,False,Document extraction,0.8199910797420378,0.732269931320032,0.7113320748369273,160.98668532363126,0.0026517829901286987
PF-P05,PF-D0173,PF-C00713,Moderate,Review,Escalate,False,Document extraction,0.49714311037523823,0.5721465192993533,0.3986345246251828,218.07732786760778,0.003973818247929888
PF-P06,PF-D0174,PF-C00714,Moderate,Clear,Clear,True,Document extraction,0.8825564792953019,0.7705236367452764,0.6200093560304331,223.44262336333634,0.0033415802448600552
PF-P01,PF-D0175,PF-C00715,Complex,Insufficient,Insufficient,True,Document extraction,0.5620676666880324,0.42220608859781966,0.31398406851899185,252.90399266506313,0.004572643714828083
PF-P02,PF-D0176,PF-C00716,Moderate,Escalate,Review,False,Document extraction,0.6505728285576982,0.6324148366506632,0.44688885081485696,184.14607464989604,0.004162894808246675
PF-P03,PF-D0177,PF-C00717,Simple,Clear,Clear,True,Document extraction,0.8880075204383437,0.8764801699606655,0.5999745910316834,226.5070874291107,0.003947601076577096
PF-P04,PF-D0178,PF-C00718,Complex,Clear,Clear,True,Document extraction,0.6617858629863914,0.6320983280376651,0.3673793442869065,202.39872968269853,0.00569328009894766
PF-P05,PF-D0179,PF-C00719,Simple,Escalate,Escalate,True,Document extraction,0.8234532856913208,0.6805797692692099,0.7428496277777715,196.59055100416944,0.003228698819559062
PF-P06,PF-D0180,PF-C00720,Simple,Review,Clear,False,Document extraction,0.9545190947768726,0.8230087871479581,0.8114440857028727,163.2319398797904,0.004333436329074109
PF-P01,PF-D0001,PF-C00721,Moderate,Escalate,Clear,False,Document extraction,0.7297067903432994,0.6400003418249323,0.6083323700017719,213.8952648747516,0.0038404065941668596
PF-P02,PF-D0002,PF-C00722,Simple,Clear,Clear,True,Document extraction,0.7154952021974582,0.6839543193095692,0.4163681898515045,148.24899802445827,0.0038036711579750807
PF-P03,PF-D0003,PF-C00723,Simple,Clear,Clear,True,Document extraction,0.8912581689554219,0.8009703605767705,0.4091823057696151,193.9844567684465,0.004215873625771237
PF-P04,PF-D0004,PF-C00724,Simple,Escalate,Clear,False,Document extraction,0.8011905653178436,0.7785182098625808,0.4570284347396743,169.87513993889482,0.003941789037121302
PF-P05,PF-D0005,PF-C00725,Simple,Clear,Review,False,Document extraction,0.6762311613220713,0.6263984080327254,0.138158405763428,186.3266792230353,0.004600797871486864
PF-P06,PF-D0006,PF-C00726,Moderate,Insufficient,Review,False,Document extraction,0.6725453860767044,0.6712094943549496,0.5369051714619404,153.8094973728623,0.004127242642759797
PF-P01,PF-D0007,PF-C00727,Moderate,Clear,Clear,True,Document extraction,0.7494510366819321,0.5348928390726349,0.5074307175140764,183.8164538026046,0.004474167407990202
PF-P02,PF-D0008,PF-C00728,Simple,Review,Review,True,Document extraction,0.8725829661163441,0.7765115070520493,0.588279752898798,203.92841686135563,0.0037226055223813954
PF-P03,PF-D0009,PF-C00729,Moderate,Clear,Clear,True,Document extraction,0.9158785755004119,0.8153078097918488,0.8418647457130966,212.780288090175,0.004017078905211487
PF-P04,PF-D0010,PF-C00730,Simple,Review,Review,True,Document extraction,0.8677160836922151,0.8178658538984392,0.6748946842697153,234.94339189963125,0.004589484735937488
PF-P05,PF-D0011,PF-C00731,Simple,Clear,Insufficient,False,Document extraction,0.7019909080463695,0.6157677319377545,0.6803337694972147,187.42442294256406,0.003458651254505677
PF-P06,PF-D0012,PF-C00732,Moderate,Review,Review,True,Document extraction,0.5237227785418956,0.6183137550056043,0.6263878777395345,129.359579144672,0.004358808076837249
PF-P01,PF-D0013,PF-C00733,Moderate,Review,Escalate,False,Document extraction,0.5361646429068219,0.4480607346228105,0.3448215118811506,181.1001086769413,0.0038131580328508927
PF-P02,PF-D0014,PF-C00734,Complex,Review,Review,True,Document extraction,0.3591460264086456,0.527270636511998,0.13694798467100178,252.4135631739312,0.004694487082159729
PF-P03,PF-D0015,PF-C00735,Simple,Review,Review,True,Document extraction,0.9233640401572069,0.8242643560317675,0.853824960413428,178.61401064735594,0.0035060141058283647
PF-P04,PF-D0016,PF-C00736,Complex,Clear,Review,False,Document extraction,0.4031550329601724,0.4294364751161466,0.223166862480435,220.76906291750893,0.005668430676434198
PF-P05,PF-D0017,PF-C00737,Simple,Clear,Escalate,False,Document extraction,0.5891845333168818,0.5539871210730066,0.5470435654374814,174.30964870527706,0.00412991549781621
PF-P06,PF-D0018,PF-C00738,Simple,Review,Clear,False,Document extraction,0.5713491694284298,0.5629388563786628,0.3464495069521046,180.5084035874373,0.004521338682225671
PF-P01,PF-D0019,PF-C00739,Simple,Review,Review,True,Document extraction,0.7999912748381942,0.7842574323635874,0.6949087011065499,188.7534337697811,0.004741585364912494
PF-P02,PF-D0020,PF-C00740,Simple,Clear,Clear,True,Document extraction,0.8889239714259186,0.8452056007726851,0.7509170872675531,180.66530682275828,0.002821246146779781
PF-P03,PF-D0021,PF-C00741,Moderate,Clear,Insufficient,False,Document extraction,0.804320760794158,0.6817625858184262,0.653737576243454,228.5922537121794,0.00383293225311718
PF-P04,PF-D0022,PF-C00742,Moderate,Clear,Review,False,Document extraction,0.8836708601675961,0.7290734353293506,0.7607641318109587,200.98966929152473,0.0029042023378406433
PF-P05,PF-D0023,PF-C00743,Complex,Review,Clear,False,Document extraction,0.522658374568411,0.5775428756865143,0.7121805955304514,220.70640169515593,0.004551172666454653
PF-P06,PF-D0024,PF-C00744,Simple,Clear,Clear,True,Document extraction,0.8228133545084642,0.7622712788002298,0.6999029312161178,150.4068968384158,0.004053310099727663
PF-P01,PF-D0025,PF-C00745,Simple,Review,Clear,False,Document extraction,0.7041574058205232,0.7935021819890348,0.38690852928542824,189.2770733641761,0.0038004680229321757
PF-P02,PF-D0026,PF-C00746,Simple,Insufficient,Insufficient,True,Document extraction,0.8561287547377785,0.6524620679259169,0.7838089544943134,192.87155463827614,0.0032869103114753153
PF-P03,PF-D0027,PF-C00747,Simple,Review,Review,True,Document extraction,0.48951501913382073,0.5942354651385894,0.46154288012011574,111.50757615052242,0.003853490736254876
PF-P04,PF-D0028,PF-C00748,Simple,Clear,Clear,True,Document extraction,0.7138274470395669,0.8044233140870916,0.6997137711981656,117.54077348809676,0.0032872189889876975
PF-P05,PF-D0029,PF-C00749,Simple,Review,Review,True,Document extraction,0.7740128922052573,0.7242696334719396,0.438484415423216,136.19913189841205,0.0037188136823654108
PF-P06,PF-D0030,PF-C00750,Simple,Review,Review,True,Document extraction,0.7270724690314303,0.6293475725941914,0.542336397491766,126.3457711278166,0.0036446603322248783
PF-P01,PF-D0031,PF-C00751,Complex,Clear,Clear,True,Document extraction,0.827313626157212,0.6162776368524308,0.8385190159296971,292.7318646468607,0.005285297026129385
PF-P02,PF-D0032,PF-C00752,Moderate,Clear,Escalate,False,Document extraction,0.6112515518177312,0.5855184785593132,0.6430606311219206,190.09615852301064,0.0037672235635819594
PF-P03,PF-D0033,PF-C00753,Complex,Insufficient,Clear,False,Document extraction,0.5947321028460417,0.500164156223478,0.49478634884320905,227.07582232740648,0.005230720573550475
PF-P04,PF-D0034,PF-C00754,Simple,Review,Review,True,Document extraction,0.7026236856693677,0.6679359995233143,0.382670337462796,214.60744905093563,0.003320272148008307
PF-P05,PF-D0035,PF-C00755,Simple,Review,Review,True,Document extraction,0.6787236915374041,0.6815848558210063,0.7533093355629273,150.09426282371146,0.004333577107806468
PF-P06,PF-D0036,PF-C00756,Simple,Review,Clear,False,Document extraction,0.8116438383945074,0.7452959529974333,0.6290538170446477,191.1593294979748,0.0047807137541353625
PF-P01,PF-D0037,PF-C00757,Complex,Review,Review,True,Document extraction,0.48940018697037097,0.533639178853509,0.5966935829575739,274.5714006346116,0.004676745756211743
PF-P02,PF-D0038,PF-C00758,Moderate,Escalate,Escalate,True,Document extraction,0.5352277131126176,0.5318771371199806,0.32250881484266736,221.12858328528807,0.0029634163158453685
PF-P03,PF-D0039,PF-C00759,Simple,Review,Review,True,Document extraction,0.723191287206628,0.663996035629291,0.5490056553382003,182.21002979945652,0.004217780776571971
PF-P04,PF-D0040,PF-C00760,Simple,Escalate,Clear,False,Document extraction,0.7116635805153303,0.657671553027792,0.723924397091383,142.5300588107691,0.0033682956443917226
PF-P05,PF-D0041,PF-C00761,Simple,Clear,Clear,True,Document extraction,0.8340951703499958,0.8194545631733147,0.8405584406292856,165.9695477898249,0.004584096955301418
PF-P06,PF-D0042,PF-C00762,Moderate,Review,Review,True,Document extraction,0.6587746498944387,0.620044895776839,0.6573472847862524,190.97276590529253,0.004151297303035309
PF-P01,PF-D0043,PF-C00763,Moderate,Clear,Clear,True,Document extraction,0.8210506393008306,0.7579591605010697,0.40761376393014603,224.9654873731655,0.004693306393105419
PF-P02,PF-D0044,PF-C00764,Simple,Clear,Clear,True,Document extraction,0.9015586275338637,0.801877404282273,0.7801012709601074,183.39447478890864,0.004208165863688916
PF-P03,PF-D0045,PF-C00765,Simple,Escalate,Clear,False,Document extraction,0.8245513554189194,0.6741055147078431,0.47210079093579316,203.69783319110275,0.004056241387297288
PF-P04,PF-D0046,PF-C00766,Complex,Review,Review,True,Document extraction,0.6044072673959385,0.619420633155208,0.8060188683070771,226.1848460353279,0.005732563805386401
PF-P05,PF-D0047,PF-C00767,Moderate,Clear,Clear,True,Document extraction,0.5467238820691581,0.6924304262301549,0.5014199994270598,175.04742529113457,0.0035185101098181475
PF-P06,PF-D0048,PF-C00768,Complex,Review,Review,True,Document extraction,0.7017008457811245,0.6297259685519168,0.5178453862248834,321.54847348945964,0.005011295337816614
PF-P01,PF-D0049,PF-C00769,Moderate,Review,Review,True,Document extraction,0.3353729150329531,0.5818894430045141,0.318978776371513,180.28435459737153,0.004402619479748966
PF-P02,PF-D0050,PF-C00770,Moderate,Insufficient,Insufficient,True,Document extraction,0.7330409035293258,0.659462273978865,0.6205722725756887,188.62103708304556,0.003929878861358517
PF-P03,PF-D0051,PF-C00771,Moderate,Escalate,Review,False,Document extraction,0.7830288667704693,0.626299707346832,0.7473451353799885,200.29197928523365,0.004577158197123844
PF-P04,PF-D0052,PF-C00772,Simple,Review,Clear,False,Document extraction,0.8980272656363694,0.6639823579721211,0.4463096346232265,167.1977641664088,0.00348663302961841
PF-P05,PF-D0053,PF-C00773,Complex,Insufficient,Insufficient,True,Document extraction,0.3028249350547167,0.25196640900076145,0.4321582467850141,217.26601857558882,0.004974946877281156
PF-P06,PF-D0054,PF-C00774,Moderate,Review,Escalate,False,Document extraction,0.4023183207919969,0.5791181460637476,0.5225647456800508,212.2429774111565,0.0035063482849498244
PF-P01,PF-D0055,PF-C00775,Simple,Clear,Escalate,False,Document extraction,0.40165050513392775,0.5978828396670425,0.6988243909925728,117.06258031325697,0.005114629837285143
PF-P02,PF-D0056,PF-C00776,Simple,Insufficient,Clear,False,Document extraction,0.9336982271582286,0.8123882644406375,0.66325258017947,201.98100818902316,0.00384096143388944
PF-P03,PF-D0057,PF-C00777,Complex,Insufficient,Review,False,Document extraction,0.6712996420169088,0.5998881334589727,0.3099595734265986,246.76242697696105,0.004444765036574543
PF-P04,PF-D0058,PF-C00778,Simple,Clear,Clear,True,Document extraction,0.8573062419994035,0.8051441939831155,0.5214166034554678,194.1660724386879,0.004225692872261542
PF-P05,PF-D0059,PF-C00779,Moderate,Clear,Clear,True,Document extraction,0.8973646159404869,0.6708658304713211,0.5966704390664261,227.96874503539223,0.0035379223379363046
PF-P06,PF-D0060,PF-C00780,Simple,Review,Review,True,Document extraction,0.7969997553349571,0.7620030769403668,0.5718010442301064,161.9215576573952,0.003512087327007641
PF-P01,PF-D0061,PF-C00781,Simple,Escalate,Review,False,Document extraction,0.8773003475211779,0.782386627058842,0.6282024923758156,194.35491137203698,0.0034202905813299793
PF-P02,PF-D0062,PF-C00782,Moderate,Escalate,Escalate,True,Document extraction,0.36891630180350865,0.47797040288995607,0.3901495578679578,192.89962709002373,0.0036525928222128873
PF-P03,PF-D0063,PF-C00783,Simple,Clear,Clear,True,Document extraction,0.928567061812527,0.8142843415782614,0.5413473291041613,147.69505776887343,0.004623443964453886
PF-P04,PF-D0064,PF-C00784,Complex,Review,Clear,False,Document extraction,0.6156918674034807,0.6068927897689669,0.3773429407604989,238.99104500766836,0.004855241170128159
PF-P05,PF-D0065,PF-C00785,Moderate,Escalate,Review,False,Document extraction,0.3249027113503802,0.5929235945112455,0.4657231203505209,190.48042931695161,0.0036101208607572928
PF-P06,PF-D0066,PF-C00786,Simple,Insufficient,Insufficient,True,Document extraction,0.7933667783866809,0.7195049745911746,0.5939849543151057,172.19093032587676,0.0042834758343901725
PF-P01,PF-D0067,PF-C00787,Simple,Escalate,Insufficient,False,Document extraction,0.8099462950359051,0.7473027377530026,0.3674655079736847,162.95004239199096,0.004131524377745412
PF-P02,PF-D0068,PF-C00788,Simple,Clear,Clear,True,Document extraction,0.8389654987416191,0.7946034928611047,0.4806385794803673,160.10259523719733,0.0041939069275988014
PF-P03,PF-D0069,PF-C00789,Simple,Review,Review,True,Document extraction,0.6750011469149163,0.7726856506850731,0.510668493154497,150.07556532030284,0.003036351933413446
PF-P04,PF-D0070,PF-C00790,Simple,Clear,Clear,True,Document extraction,0.7856000504748845,0.7902822864444049,0.6664959536351349,215.26630333307895,0.00398395021796843
PF-P05,PF-D0071,PF-C00791,Simple,Clear,Clear,True,Document extraction,0.9281339762918831,0.7712935607652757,0.43289447264750147,158.2907231788252,0.005062336753982772
PF-P06,PF-D0072,PF-C00792,Complex,Escalate,Clear,False,Document extraction,0.8035760871287683,0.649800834952024,0.5100099347516936,255.1233541774795,0.005282984212641134
PF-P01,PF-D0073,PF-C00793,Simple,Review,Review,True,Document extraction,0.7591044485389868,0.7516020097934487,0.693852396818446,166.06450410548658,0.002923969894411663
PF-P02,PF-D0074,PF-C00794,Complex,Clear,Clear,True,Document extraction,0.7951017833741274,0.6942150159759092,0.4733718468589777,220.76767028846513,0.005290489892885368
PF-P03,PF-D0075,PF-C00795,Simple,Escalate,Clear,False,Document extraction,0.8645467680316614,0.7771580464823972,0.7263693337507716,186.15034484578737,0.004478514193376126
PF-P04,PF-D0076,PF-C00796,Simple,Review,Review,True,Document extraction,0.7573366667775342,0.6019739636790286,0.32066236513090923,205.90734764001644,0.0038169485259717368
PF-P05,PF-D0077,PF-C00797,Simple,Review,Review,True,Document extraction,0.6454606378247109,0.738223419745965,0.3391489960142208,137.3572210246065,0.004339855689981154
PF-P06,PF-D0078,PF-C00798,Moderate,Clear,Review,False,Document extraction,0.5482525694521289,0.6036982014935381,0.46139015095310526,185.80086788389195,0.0037693484306664565
PF-P01,PF-D0079,PF-C00799,Moderate,Review,Clear,False,Document extraction,0.8688894333421873,0.7898737617297994,0.6211755503996319,230.27514831767496,0.0036990891288206165
PF-P02,PF-D0080,PF-C00800,Complex,Clear,Clear,True,Document extraction,0.6885187630802909,0.6530495987052355,0.5011356675830869,203.7367863223745,0.004427307177252692
PF-P03,PF-D0081,PF-C00801,Simple,Review,Review,True,Document extraction,0.8107107103357988,0.8063992518150619,0.5009133271102708,170.24243067874468,0.003899541411419706
PF-P04,PF-D0082,PF-C00802,Simple,Clear,Clear,True,Document extraction,0.821883826569057,0.7503265707505177,0.019995109777268177,145.447615802963,0.003973708351696703
PF-P05,PF-D0083,PF-C00803,Simple,Clear,Clear,True,Document extraction,0.9665734729119512,0.9088995962834164,0.7598788795419827,183.6483638937541,0.0040720896086380125
PF-P06,PF-D0084,PF-C00804,Simple,Escalate,Escalate,True,Document extraction,0.8516839435266309,0.7532523218146725,0.686952936272885,114.6353215716088,0.004064629135290905
PF-P01,PF-D0085,PF-C00805,Moderate,Escalate,Insufficient,False,Document extraction,0.35448253017015435,0.551317426186471,0.2612944576499238,139.41008462496194,0.004562831690308471
PF-P02,PF-D0086,PF-C00806,Simple,Clear,Clear,True,Document extraction,0.6363693651658149,0.7226460468906206,0.6104137319433439,188.4704172324774,0.0036795312969059852
PF-P03,PF-D0087,PF-C00807,Simple,Escalate,Clear,False,Document extraction,0.7424755475529881,0.7755987386660569,0.8510042120663357,223.20143846809532,0.004152601777137661
PF-P04,PF-D0088,PF-C00808,Simple,Clear,Clear,True,Document extraction,0.9477758396739183,0.8201428024306241,0.8277601918593807,143.20181835503087,0.0035592406955294548
PF-P05,PF-D0089,PF-C00809,Simple,Clear,Clear,True,Document extraction,0.7731249393482346,0.808197174555024,0.519969269767499,158.34448238916679,0.0035900217133331795
PF-P06,PF-D0090,PF-C00810,Simple,Escalate,Escalate,True,Document extraction,0.5291139889427369,0.515699669468591,0.5801694340658551,151.1782239504314,0.004740188689561616
PF-P01,PF-D0091,PF-C00811,Simple,Review,Clear,False,Document extraction,0.7281105936371153,0.7105647558674376,0.6382162828133828,139.44988892054906,0.00361941566104073
PF-P02,PF-D0092,PF-C00812,Moderate,Escalate,Clear,False,Document extraction,0.8373005212082817,0.6736359412069131,0.28108295612210527,196.77420396686455,0.0038265023433017766
PF-P03,PF-D0093,PF-C00813,Complex,Insufficient,Insufficient,True,Document extraction,0.35669616951438393,0.494331158166368,0.3641696256715917,229.07247621507187,0.005120678896946789
PF-P04,PF-D0094,PF-C00814,Moderate,Escalate,Escalate,True,Document extraction,0.7170597300221486,0.5652895275354826,0.6246767317446772,199.5306689269827,0.0035443622913294867
PF-P05,PF-D0095,PF-C00815,Complex,Insufficient,Escalate,False,Document extraction,0.41347983684725703,0.39551528846452505,0.23745667535524298,243.52348368280485,0.004283289366678393
PF-P06,PF-D0096,PF-C00816,Simple,Clear,Clear,True,Document extraction,0.805126535293852,0.7522333784002212,0.5576600215249955,165.2495825307193,0.0038361742139512716
PF-P01,PF-D0097,PF-C00817,Moderate,Clear,Clear,True,Document extraction,0.6540066601685599,0.6317303287191254,0.5473389193180345,231.55902969492337,0.004289664466843765
PF-P02,PF-D0098,PF-C00818,Simple,Clear,Clear,True,Document extraction,0.8020490123023284,0.8160248399156742,0.47667654886283445,206.94880145993352,0.0037500711156540196
PF-P03,PF-D0099,PF-C00819,Complex,Insufficient,Insufficient,True,Document extraction,0.5832764947009333,0.5836657594593132,0.37134196655110413,267.16124389395645,0.005618879192104
PF-P04,PF-D0100,PF-C00820,Simple,Insufficient,Clear,False,Document extraction,0.9017244082930818,0.8080511666945114,0.7970123048242441,174.73409300884822,0.004651771006664084
